isin,symbol,company_name,series,bse_code,bse_sector,bse_industry,bse_industry_new,bse_i_group,bse_i_sub_group,classification_status,classification_source,failure_reason,attempted_at_utc,attempt_count
INE149O01018,NIBE,NIBE Limited,EQ,535136,Industrials,Aerospace & Defense,Capital Goods,Aerospace & Defense,Aerospace & Defense,CLASSIFIED,,,,0
INE047O01014,NIBL,NRB Industrial Bearings Limited,EQ,535458,Industrials,Abrasives & Bearings,Capital Goods,Industrial Products,Abrasives & Bearings,CLASSIFIED,,,,0
INE653C01022,NICCOPAR,Nicco Parks & Resorts Limited,EQ,526721,Consumer Discretionary,Amusement Parks/ Other Recreation,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation,CLASSIFIED,,,,0
INE161A01038,NIITLTD,NIIT Limited,EQ,500304,Consumer Discretionary,Education,Consumer Services,Other Consumer Services,Education,CLASSIFIED,,,,0
INE342G01023,NIITMTS,NIIT Learning Systems Limited,EQ,543952,Consumer Discretionary,Education,Consumer Services,Other Consumer Services,Education,CLASSIFIED,,,,0
INE937C01029,NILAINFRA,Nila Infrastructures Limited,EQ,530377,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE00S901012,NILASPACES,Nila Spaces Limited,EQ,542231,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE445D01013,NILE,Nile Limited,EQ,530129,Commodities,Industrial Minerals,Metals & Mining,Minerals & Mining,Industrial Minerals,CLASSIFIED,,,,0
INE310A01015,NILKAMAL,Nilkamal Limited,EQ,523385,Consumer Discretionary,Plastic Products - Consumer,Consumer Durables,Consumer Durables,Plastic Products - Consumer,CLASSIFIED,,,,0
INE875B01015,NIMBSPROJ,Nimbus Projects Limited,EQ,511714,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE395U01014,NINSYS,NINtec Systems Limited,EQ,539843,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE567A01028,NIPPOBATRY,Indo-National Limited,EQ,504058,Fast Moving Consumer Goods,Household Products,Fast Moving Consumer Goods,Household Products,Household Products,CLASSIFIED,,,,0
INE368I01016,NIRAJ,Niraj Cement Structurals Limited,EQ,532986,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE326T01011,NIRAJISPAT,Niraj Ispat Industries Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE910A01012,NIRLON,Nirlon Limited,EQ,500307,Services,Diversified Commercial Services,Services,Commercial Services & Supplies,Diversified Commercial Services,CLASSIFIED,,,,0
INE858F01012,NITCO,Nitco Limited,EQ,532722,Consumer Discretionary,Ceramics,Consumer Durables,Consumer Durables,Ceramics,CLASSIFIED,,,,0
INE229H01012,NITINSPIN,Nitin Spinners Limited,EQ,532698,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE439T01012,NITIRAJ,Nitiraj Engineers Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE265B01019,NITTAGELA,Nitta Gelatin India Limited,EQ,506532,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE995S01015,NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,544286,Financial Services,General Insurance,Financial Services,Insurance,General Insurance,CLASSIFIED,,,,0
INE542C01019,NKIND,NK Industries Limited,EQ,519494,Fast Moving Consumer Goods,Edible Oil,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,CLASSIFIED,,,,0
INE589A01014,NLCINDIA,NLC India Limited,EQ,513683,Utilities,Power Generation,Power,Power,Power Generation,CLASSIFIED,,,,0
INE584A01023,NMDC,NMDC Limited,EQ,526371,Commodities,Industrial Minerals,Metals & Mining,Minerals & Mining,Industrial Minerals,CLASSIFIED,,,,0
INE163A01018,NOCIL,NOCIL Limited,EQ,500730,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE781B01015,NOIDATOLL,Noida Toll Bridge Company Limited,BE,532481,Services,"Road Assets–Toll, Annuity, Hybrid-Annuity",Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity",CLASSIFIED,,,,0
INE369C01017,NORBTEAEXP,Norben Tea & Exports Limited,EQ,519528,Fast Moving Consumer Goods,Tea & Coffee,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,CLASSIFIED,,,,0
INE850M01015,NORTHARC,Northern Arc Capital Limited,EQ,544260,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE02H701025,NOVAAGRI,Nova Agritech Limited,BE,544100,Commodities,Fertilizers,Chemicals,Fertilizers & Agrochemicals,Fertilizers,CLASSIFIED,,,,0
INE234A01025,NOVARTIND,Novartis India Limited,EQ,500672,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE0FFK01017,NPST,Network People Services Technologies Limited,EQ,544396,Financial Services,Financial Technology (Fintech),Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),CLASSIFIED,,,,0
INE740D01017,NRAIL,N R Agarwal Industries Limited,EQ,516082,Commodities,Paper & Paper Products,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,CLASSIFIED,,,,0
INE349A01021,NRBBEARING,NRB Bearing Limited,EQ,530367,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE0JM501013,NRL,Nupur Recyclers Limited,BE,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE023A01030,NSIL,Nalwa Sons Investments Limited,EQ,532256,Financial Services,Investment Company,Financial Services,Finance,Investment Company,CLASSIFIED,,,,0
INE0NNS01018,NSLNISP,NMDC Steel Limited,EQ,543768,Commodities,Iron & Steel,Metals & Mining,Ferrous Metals,Iron & Steel,CLASSIFIED,,,,0
INE920C01017,NTCIND,NTC Industries Limited,EQ,526723,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,CLASSIFIED,,,,0
INE733E01010,NTPC,NTPC Limited,EQ,532555,Utilities,Power Generation,Power,Power,Power Generation,CLASSIFIED,,,,0
INE0ONG01011,NTPCGREEN,NTPC Green Energy Limited,EQ,544289,Utilities,Power Generation,Power,Power,Power Generation,CLASSIFIED,,,,0
INE096B01018,NUCLEUS,Nucleus Software Exports Limited,EQ,531209,Information Technology,Software Products,Information Technology,IT - Software,Software Products,CLASSIFIED,,,,0
INE0DSF01015,NURECA,Nureca Limited,BE,543264,Healthcare,Medical Equipment & Supplies,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,CLASSIFIED,,,,0
INE531F01023,NUVAMA,Nuvama Wealth Management Limited,EQ,543988,Financial Services,Stockbroking & Allied,Financial Services,Capital Markets,Stockbroking & Allied,CLASSIFIED,,,,0
INE118D01016,NUVOCO,Nuvoco Vistas Corporation Limited,EQ,543334,Commodities,Cement & Cement Products,Construction Materials,Cement & Cement Products,Cement & Cement Products,CLASSIFIED,,,,0
INE388Y01029,NYKAA,FSN E-Commerce Ventures Limited,EQ,543384,Consumer Discretionary,E-Retail/ E-Commerce,Consumer Services,Retailing,E-Retail/ E-Commerce,CLASSIFIED,,,,0
INE959C01023,OAL,Oriental Aromatics Limited,EQ,500078,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE426Z01016,OBCL,OBCL Limited,EQ,541206,Services,Logistics Solution Provider,Services,Transport Services,Logistics Solution Provider,CLASSIFIED,,,,0
INE093I01010,OBEROIRLTY,Oberoi Realty Limited,EQ,533273,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE0PK601023,OCCLLTD,OCCL Limited,BE,544278,Commodities,Commodity Chemicals,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,CLASSIFIED,,,,0
INE054301028,ODIGMA,Odigma Consultancy Solutions Limited,EQ,544301,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE839E01023,ODYCORP,Odyssey Corporation Limited,EQ,531996,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE881D01027,OFSS,Oracle Financial Services Software Limited,EQ,532466,Information Technology,Software Products,Information Technology,IT - Software,Software Products,CLASSIFIED,,,,0
INE274J01014,OIL,Oil India Limited,EQ,533106,Energy,Oil Exploration & Production,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,CLASSIFIED,,,,0
INE591A01010,OILCOUNTUB,Oil Country Tubular Limited,BE,500313,Energy,Oil Equipment & Services,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services,CLASSIFIED,,,,0
INE0LXG01040,OLAELEC,Ola Electric Mobility Limited,EQ,544225,Consumer Discretionary,2/3 Wheelers,Automobile and Auto Components,Automobiles,2/3 Wheelers,CLASSIFIED,,,,0
INE260D01016,OLECTRA,Olectra Greentech Limited,EQ,532439,Consumer Discretionary,Passenger Cars & Utility Vehicles,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,CLASSIFIED,,,,0
INE090B01011,OMAXAUTO,Omax Autos Limited,EQ,520021,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE800H01010,OMAXE,Omaxe Limited,EQ,532880,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE1BZC01019,OMFREIGHT,Om Freight Forwarders Limited,BE,544564,Services,Logistics Solution Provider,Services,Transport Services,Logistics Solution Provider,CLASSIFIED,,,,0
INE239D01028,OMINFRAL,OM INFRA LIMITED,EQ,531092,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE0UH301010,OMNI,Omnitech Engineering Limited,EQ,544720,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE25E901019,OMPOWER,Om Power Transmission Limited,EQ,544750,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE670O01013,ONEGLOBAL,One Global Service Provider Limited,EQ,514330,Healthcare,Healthcare Service Provider,Healthcare,Healthcare Services,Healthcare Service Provider,CLASSIFIED,,,,0
INE912L01015,ONELIFECAP,Onelife Capital Advisors Limited,BE,533632,Financial Services,Stockbroking & Allied,Financial Services,Capital Markets,Stockbroking & Allied,CLASSIFIED,,,,0
INE840Y01029,ONEPOINT,One Point One Solutions Limited,EQ,544748,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),CLASSIFIED,,,,0
INE013P01021,ONESOURCE,Onesource Specialty Pharma Limited,EQ,544292,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE213A01029,ONGC,Oil & Natural Gas Corporation Limited,EQ,500312,Energy,Oil Exploration & Production,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,CLASSIFIED,,,,0
INE831A01028,ONIDA,Onida Electronics Limited,EQ,500279,Consumer Discretionary,Consumer Electronics,Consumer Durables,Consumer Durables,Consumer Electronics,CLASSIFIED,,,,0
INE173M01012,ONIXSOLAR,Onix Solar Energy Limited,EQ,513119,Commodities,Copper,Metals & Mining,Non - Ferrous Metals,Copper,CLASSIFIED,,,,0
INE809I01019,ONMOBILE,OnMobile Global Limited,BE,532944,Consumer Discretionary,Web based media and service,"Media, Entertainment & Publication",Media,Web based media and service,CLASSIFIED,,,,0
INE229A01017,ONWARDTEC,Onward Technologies Limited,EQ,517536,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE350C01017,OPTIEMUS,Optiemus Infracom Limited,EQ,530135,Telecommunication,Telecom -  Equipment & Accessories,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,CLASSIFIED,,,,0
INE031G01022,OPTIFIN,Optimus Finance Limited,EQ,531254,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE231G01010,ORBTEXP,Orbit Exports Limited,BE,512626,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE215B01022,ORCHASP,Orchasp Limited,EQ,532271,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE191A01027,ORCHPHARMA,Orchid Pharma Limited,EQ,524372,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE730A01022,ORICONENT,Oricon Enterprises Limited,EQ,513121,Industrials,Packaging,Capital Goods,Industrial Products,Packaging,CLASSIFIED,,,,0
INE998H01012,ORIENTALTL,Oriental Trimex Limited,EQ,532817,Consumer Discretionary,Granites & Marbles,Consumer Durables,Consumer Durables,Granites & Marbles,CLASSIFIED,,,,0
INE607D01018,ORIENTBELL,Orient Bell Limited,EQ,530365,Consumer Discretionary,Ceramics,Consumer Durables,Consumer Durables,Ceramics,CLASSIFIED,,,,0
INE876N01018,ORIENTCEM,Orient Cement Limited,EQ,535754,Commodities,Cement & Cement Products,Construction Materials,Cement & Cement Products,Cement & Cement Products,CLASSIFIED,,,,0
INE569C01020,ORIENTCER,ORIENT CERATECH LIMITED,EQ,504879,Industrials,Electrodes & Refractories,Capital Goods,Industrial Products,Electrodes & Refractories,CLASSIFIED,,,,0
INE142Z01019,ORIENTELEC,Orient Electric Limited,EQ,541301,Consumer Discretionary,Household Appliances,Consumer Durables,Consumer Durables,Household Appliances,CLASSIFIED,,,,0
INE750A01020,ORIENTHOT,Oriental Hotels Limited,EQ,500314,Consumer Discretionary,Hotels & Resorts,Consumer Services,Leisure Services,Hotels & Resorts,CLASSIFIED,,,,0
INE609C01024,ORIENTLTD,Orient Press Limited,BE,526325,Industrials,Packaging,Capital Goods,Industrial Products,Packaging,CLASSIFIED,,,,0
INE592A01026,ORIENTPPR,Orient Paper & Industries Limited,EQ,502420,Commodities,Paper & Paper Products,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,CLASSIFIED,,,,0
INE0PPK01015,ORIENTTECH,Orient Technologies Limited,EQ,544235,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE457G01029,ORIRAIL,Oriental Rail Infrastructure Limited,EQ,531859,Industrials,Railway Wagons,Capital Goods,Industrial Manufacturing,Railway Wagons,CLASSIFIED,,,,0
INE725E01024,ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,590086,Commodities,Industrial Minerals,Metals & Mining,Minerals & Mining,Industrial Minerals,CLASSIFIED,,,,0
INE16NZ01023,ORKLAINDIA,Orkla India Limited,EQ,544595,Fast Moving Consumer Goods,Other Food Products,Fast Moving Consumer Goods,Food Products,Other Food Products,CLASSIFIED,,,,0
INE749B01020,ORTINGLOBE,ORTIN GLOBAL LIMITED,EQ,539287,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE06IR01021,OSIAHYPER,Osia Hyper Retail Limited,BE,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE142A01012,OSWALAGRO,Oswal Agro Mills Limited,EQ,500317,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE143A01010,OSWALGREEN,Oswal Greentech Limited,EQ,539290,Financial Services,Investment Company,Financial Services,Finance,Investment Company,CLASSIFIED,,,,0
INE0BYP01024,OSWALPUMPS,Oswal Pumps Limited,EQ,544418,Industrials,"Compressors, Pumps & Diesel Engines",Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",CLASSIFIED,,,,0
INE00IK01029,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE0S3G01027,PACEDIGITK,Pace Digitek Limited,EQ,544550,Telecommunication,Telecom - Infrastructure,Telecommunication,Telecom - Services,Telecom - Infrastructure,CLASSIFIED,,,,0
INE883C01025,PACIFICI,Pacific Industries Limited,EQ,523483,Consumer Discretionary,Granites & Marbles,Consumer Durables,Consumer Durables,Granites & Marbles,CLASSIFIED,,,,0
INE761H01022,PAGEIND,Page Industries Limited,EQ,532827,Consumer Discretionary,Garments & Apparels,Textiles,Textiles & Apparels,Garments & Apparels,CLASSIFIED,,,,0
INE420C01059,PAISALO,Paisalo Digital Limited,EQ,532900,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE551D01018,PAKKA,PAKKA LIMITED,EQ,516030,Commodities,Paper & Paper Products,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,CLASSIFIED,,,,0
INE471W01019,PALASHSECU,Palash Securities Limited,EQ,540648,Fast Moving Consumer Goods,Packaged Foods,Fast Moving Consumer Goods,Food Products,Packaged Foods,CLASSIFIED,,,,0
INE218G01033,PALREDTEC,Palred Technologies Limited,BE,532521,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE922B01023,PANACEABIO,Panacea Biotec Limited,EQ,531349,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE895W01019,PANACHE,Panache Digilife Limited,BE,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE305C01029,PANAMAPET,Panama Petrochem Limited,EQ,524820,Energy,Lubricants,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,CLASSIFIED,,,,0
INE798F01010,PANCHMAHQ,Panchmahal Steel Limited,EQ,513511,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE258R01028,PANORAMA,Panorama Studios International Limited,EQ,539469,Consumer Discretionary,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",CLASSIFIED,,,,0
INE697V01011,PANSARI,Pansari Developers Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE04LG01015,PAR,Par Drugs And Chemicals Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE074B01023,PARACABLES,Paramount Communications Limited,EQ,530555,Industrials,Cables - Electricals,Capital Goods,Industrial Products,Cables - Electricals,CLASSIFIED,,,,0
INE088F01024,PARADEEP,Paradeep Phosphates Limited,EQ,543530,Commodities,Fertilizers,Chemicals,Fertilizers & Agrochemicals,Fertilizers,CLASSIFIED,,,,0
INE883N01014,PARAGMILK,Parag Milk Foods Limited,EQ,539889,Fast Moving Consumer Goods,Dairy Products,Fast Moving Consumer Goods,Food Products,Dairy Products,CLASSIFIED,,,,0
